t,mu_GeV,g1,g2,g3,alpha1,alpha2,alpha3,alpha1_inv,alpha2_inv,alpha3_inv
1.972811225531e+00,6.558067273624e+02,4.660537069406e-01,6.415996209526e-01,1.083623042537e+00,1.728470888045e-02,3.275807201931e-02,9.344296251901e-02,5.785460472122e+01,3.052682707977e+01,1.070171549619e+01
1.975208323010e+00,6.573806456797e+02,4.660600808584e-01,6.415872396002e-01,1.083483721765e+00,1.728518166745e-02,3.275680772517e-02,9.341893625110e-02,5.785302227299e+01,3.052800530473e+01,1.070446785341e+01
1.977605420490e+00,6.589583413581e+02,4.660664550117e-01,6.415748588703e-01,1.083344455668e+00,1.728565447839e-02,3.275554351899e-02,9.339492249940e-02,5.785143983123e+01,3.052918353866e+01,1.070722019183e+01
1.980002517969e+00,6.605398234633e+02,4.660728294006e-01,6.415624787631e-01,1.083205244209e+00,1.728612731326e-02,3.275427940079e-02,9.337092125406e-02,5.784985739593e+01,3.053036178155e+01,1.070997251145e+01
1.982399615448e+00,6.621251010826e+02,4.660792040249e-01,6.415500992784e-01,1.083066087353e+00,1.728660017207e-02,3.275301537055e-02,9.334693250522e-02,5.784827496708e+01,3.053154003339e+01,1.071272481229e+01
1.984796712928e+00,6.637141833250e+02,4.660855788848e-01,6.415377204163e-01,1.082926985063e+00,1.728707305482e-02,3.275175142827e-02,9.332295624304e-02,5.784669254469e+01,3.053271829417e+01,1.071547709436e+01
1.987193810407e+00,6.653070793216e+02,4.660919539804e-01,6.415253421768e-01,1.082787937303e+00,1.728754596152e-02,3.275048757394e-02,9.329899245769e-02,5.784511012875e+01,3.053389656390e+01,1.071822935766e+01
1.989590907886e+00,6.669037982254e+02,4.660983293115e-01,6.415129645599e-01,1.082648944038e+00,1.728801889217e-02,3.274922380756e-02,9.327504113935e-02,5.784352771925e+01,3.053507484257e+01,1.072098160221e+01
1.991988005366e+00,6.685043492110e+02,4.661047048783e-01,6.415005875655e-01,1.082510005231e+00,1.728849184676e-02,3.274796012913e-02,9.325110227821e-02,5.784194531620e+01,3.053625313017e+01,1.072373382801e+01
1.994385102845e+00,6.701087414756e+02,4.661110806808e-01,6.414882111937e-01,1.082371120847e+00,1.728896482531e-02,3.274669653864e-02,9.322717586446e-02,5.784036291959e+01,3.053743142671e+01,1.072648603508e+01
1.996782200325e+00,6.717169842379e+02,4.661174567190e-01,6.414758354445e-01,1.082232290849e+00,1.728943782781e-02,3.274543303609e-02,9.320326188833e-02,5.783878052942e+01,3.053860973217e+01,1.072923822342e+01
1.999179297804e+00,6.733290867392e+02,4.661238329930e-01,6.414634603178e-01,1.082093515202e+00,1.728991085428e-02,3.274416962147e-02,9.317936034003e-02,5.783719814568e+01,3.053978804655e+01,1.073199039305e+01
2.001576395283e+00,6.749450582426e+02,4.661302095027e-01,6.414510858137e-01,1.081954793870e+00,1.729038390470e-02,3.274290629479e-02,9.315547120979e-02,5.783561576837e+01,3.054096636984e+01,1.073474254398e+01
2.003973492763e+00,6.765649080337e+02,4.661365862482e-01,6.414387119321e-01,1.081816126817e+00,1.729085697909e-02,3.274164305603e-02,9.313159448785e-02,5.783403339749e+01,3.054214470205e+01,1.073749467621e+01
2.006370590242e+00,6.781886454203e+02,4.661429632295e-01,6.414263386730e-01,1.081677514007e+00,1.729133007745e-02,3.274037990519e-02,9.310773016447e-02,5.783245103303e+01,3.054332304316e+01,1.074024678975e+01
2.008767687721e+00,6.798162797324e+02,4.661493404467e-01,6.414139660365e-01,1.081538955405e+00,1.729180319977e-02,3.273911684226e-02,9.308387822991e-02,5.783086867499e+01,3.054450139318e+01,1.074299888462e+01
2.011164785201e+00,6.814478203227e+02,4.661557178998e-01,6.414015940225e-01,1.081400450975e+00,1.729227634607e-02,3.273785386725e-02,9.306003867443e-02,5.782928632337e+01,3.054567975210e+01,1.074575096082e+01
2.013561882680e+00,6.830832765660e+02,4.661620955888e-01,6.413892226310e-01,1.081262000682e+00,1.729274951635e-02,3.273659098015e-02,9.303621148833e-02,5.782770397817e+01,3.054685811991e+01,1.074850301837e+01
2.015958980160e+00,6.847226578599e+02,4.661684735137e-01,6.413768518621e-01,1.081123604489e+00,1.729322271060e-02,3.273532818095e-02,9.301239666190e-02,5.782612163937e+01,3.054803649660e+01,1.075125505727e+01
2.018356077639e+00,6.863659736243e+02,4.661748516746e-01,6.413644817156e-01,1.080985262361e+00,1.729369592884e-02,3.273406546965e-02,9.298859418543e-02,5.782453930698e+01,3.054921488219e+01,1.075400707753e+01
2.020753175118e+00,6.880132333018e+02,4.661812300714e-01,6.413521121917e-01,1.080846974263e+00,1.729416917106e-02,3.273280284625e-02,9.296480404925e-02,5.782295698100e+01,3.055039327665e+01,1.075675907917e+01
2.023150272598e+00,6.896644463578e+02,4.661876087043e-01,6.413397432903e-01,1.080708740159e+00,1.729464243726e-02,3.273154031074e-02,9.294102624367e-02,5.782137466141e+01,3.055157167999e+01,1.075951106219e+01
2.025547370077e+00,6.913196222802e+02,4.661939875732e-01,6.413273750113e-01,1.080570560014e+00,1.729511572746e-02,3.273027786312e-02,9.291726075903e-02,5.781979234822e+01,3.055275009220e+01,1.076226302660e+01
2.027944467557e+00,6.929787705799e+02,4.662003666783e-01,6.413150073549e-01,1.080432433792e+00,1.729558904164e-02,3.272901550338e-02,9.289350758567e-02,5.781821004143e+01,3.055392851327e+01,1.076501497242e+01
2.030341565036e+00,6.946419007904e+02,4.662067460194e-01,6.413026403209e-01,1.080294361457e+00,1.729606237983e-02,3.272775323152e-02,9.286976671395e-02,5.781662774103e+01,3.055510694321e+01,1.076776689964e+01
2.032738662515e+00,6.963090224681e+02,4.662131255966e-01,6.412902739094e-01,1.080156342975e+00,1.729653574201e-02,3.272649104753e-02,9.284603813423e-02,5.781504544701e+01,3.055628538201e+01,1.077051880829e+01
2.035135759995e+00,6.979801451926e+02,4.662195054100e-01,6.412779081204e-01,1.080018378310e+00,1.729700912819e-02,3.272522895142e-02,9.282232183689e-02,5.781346315938e+01,3.055746382965e+01,1.077327069837e+01
2.037532857474e+00,6.996552785661e+02,4.662258854596e-01,6.412655429538e-01,1.079880467427e+00,1.729748253837e-02,3.272396694317e-02,9.279861781230e-02,5.781188087813e+01,3.055864228615e+01,1.077602256989e+01
2.039929954953e+00,7.013344322143e+02,4.662322657454e-01,6.412531784097e-01,1.079742610290e+00,1.729795597257e-02,3.272270502278e-02,9.277492605087e-02,5.781029860326e+01,3.055982075149e+01,1.077877442286e+01
2.042327052433e+00,7.030176157855e+02,4.662386462675e-01,6.412408144881e-01,1.079604806864e+00,1.729842943077e-02,3.272144319025e-02,9.275124654300e-02,5.780871633476e+01,3.056099922567e+01,1.078152625729e+01
2.044724149912e+00,7.047048389516e+02,4.662450270258e-01,6.412284511889e-01,1.079467057114e+00,1.729890291298e-02,3.272018144557e-02,9.272757927910e-02,5.780713407263e+01,3.056217770869e+01,1.078427807319e+01
2.047121247392e+00,7.063961114073e+02,4.662514080205e-01,6.412160885122e-01,1.079329361004e+00,1.729937641921e-02,3.271891978874e-02,9.270392424960e-02,5.780555181687e+01,3.056335620053e+01,1.078702987058e+01
2.049518344871e+00,7.080914428710e+02,4.662577892514e-01,6.412037264578e-01,1.079191718501e+00,1.729984994945e-02,3.271765821976e-02,9.268028144494e-02,5.780396956747e+01,3.056453470121e+01,1.078978164945e+01
2.051915442350e+00,7.097908430842e+02,4.662641707187e-01,6.411913650260e-01,1.079054129567e+00,1.730032350372e-02,3.271639673862e-02,9.265665085554e-02,5.780238732444e+01,3.056571321070e+01,1.079253340981e+01
2.054312539830e+00,7.114943218116e+02,4.662705524225e-01,6.411790042165e-01,1.078916594169e+00,1.730079708201e-02,3.271513534531e-02,9.263303247188e-02,5.780080508776e+01,3.056689172901e+01,1.079528515169e+01
2.056709637309e+00,7.132018888417e+02,4.662769343626e-01,6.411666440295e-01,1.078779112271e+00,1.730127068432e-02,3.271387403983e-02,9.260942628442e-02,5.779922285743e+01,3.056807025613e+01,1.079803687509e+01
2.059106734788e+00,7.149135539862e+02,4.662833165391e-01,6.411542844649e-01,1.078641683839e+00,1.730174431067e-02,3.271261282219e-02,9.258583228363e-02,5.779764063346e+01,3.056924879207e+01,1.080078858001e+01
2.061503832268e+00,7.166293270805e+02,4.662896989521e-01,6.411419255226e-01,1.078504308837e+00,1.730221796104e-02,3.271135169236e-02,9.256225046000e-02,5.779605841584e+01,3.057042733680e+01,1.080354026647e+01
2.063900929747e+00,7.183492179836e+02,4.662960816017e-01,6.411295672028e-01,1.078366987230e+00,1.730269163545e-02,3.271009065036e-02,9.253868080401e-02,5.779447620456e+01,3.057160589034e+01,1.080629193448e+01
2.066298027227e+00,7.200732365782e+02,4.663024644877e-01,6.411172095054e-01,1.078229718983e+00,1.730316533390e-02,3.270882969617e-02,9.251512330618e-02,5.779289399962e+01,3.057278445267e+01,1.080904358405e+01
2.068695124706e+00,7.218013927705e+02,4.663088476103e-01,6.411048524304e-01,1.078092504062e+00,1.730363905639e-02,3.270756882979e-02,9.249157795702e-02,5.779131180102e+01,3.057396302379e+01,1.081179521518e+01
2.071092222185e+00,7.235336964906e+02,4.663152309695e-01,6.410924959777e-01,1.077955342432e+00,1.730411280292e-02,3.270630805121e-02,9.246804474706e-02,5.778972960876e+01,3.057514160370e+01,1.081454682788e+01
2.073489319665e+00,7.252701576926e+02,4.663216145653e-01,6.410801401475e-01,1.077818234057e+00,1.730458657349e-02,3.270504736044e-02,9.244452366683e-02,5.778814742283e+01,3.057632019239e+01,1.081729842218e+01
2.075886417144e+00,7.270107863543e+02,4.663279983977e-01,6.410677849395e-01,1.077681178903e+00,1.730506036812e-02,3.270378675747e-02,9.242101470686e-02,5.778656524322e+01,3.057749878985e+01,1.082004999806e+01
2.078283514624e+00,7.287555924775e+02,4.663343824668e-01,6.410554303540e-01,1.077544176935e+00,1.730553418679e-02,3.270252624228e-02,9.239751785773e-02,5.778498306994e+01,3.057867739609e+01,1.082280155555e+01
2.080680612103e+00,7.305045860879e+02,4.663407667726e-01,6.410430763908e-01,1.077407228119e+00,1.730600802952e-02,3.270126581489e-02,9.237403310999e-02,5.778340090299e+01,3.057985601110e+01,1.082555309466e+01
2.083077709582e+00,7.322577772354e+02,4.663471513150e-01,6.410307230500e-01,1.077270332420e+00,1.730648189630e-02,3.270000547528e-02,9.235056045421e-02,5.778181874235e+01,3.058103463487e+01,1.082830461539e+01
2.085474807062e+00,7.340151759940e+02,4.663535360943e-01,6.410183703315e-01,1.077133489802e+00,1.730695578715e-02,3.269874522345e-02,9.232709988098e-02,5.778023658803e+01,3.058221326740e+01,1.083105611775e+01
2.087871904541e+00,7.357767924619e+02,4.663599211103e-01,6.410060182353e-01,1.076996700232e+00,1.730742970206e-02,3.269748505940e-02,9.230365138089e-02,5.777865444002e+01,3.058339190868e+01,1.083380760175e+01
2.090269002020e+00,7.375426367614e+02,4.663663063631e-01,6.409936667615e-01,1.076859963675e+00,1.730790364103e-02,3.269622498312e-02,9.228021494456e-02,5.777707229831e+01,3.058457055872e+01,1.083655906741e+01
2.092666099500e+00,7.393127190392e+02,4.663726918528e-01,6.409813159100e-01,1.076723280096e+00,1.730837760407e-02,3.269496499461e-02,9.225679056258e-02,5.777549016292e+01,3.058574921750e+01,1.083931051473e+01
2.095063196979e+00,7.410870494664e+02,4.663790775793e-01,6.409689656808e-01,1.076586649461e+00,1.730885159118e-02,3.269370509385e-02,9.223337822558e-02,5.777390803383e+01,3.058692788503e+01,1.084206194372e+01
2.097460294459e+00,7.428656382383e+02,4.663854635427e-01,6.409566160739e-01,1.076450071735e+00,1.730932560237e-02,3.269244528086e-02,9.220997792420e-02,5.777232591103e+01,3.058810656129e+01,1.084481335439e+01
2.099857391938e+00,7.446484955750e+02,4.663918497430e-01,6.409442670894e-01,1.076313546883e+00,1.730979963763e-02,3.269118555562e-02,9.218658964907e-02,5.777074379453e+01,3.058928524628e+01,1.084756474675e+01
2.102254489417e+00,7.464356317208e+02,4.663982361803e-01,6.409319187271e-01,1.076177074872e+00,1.731027369697e-02,3.268992591813e-02,9.216321339086e-02,5.776916168433e+01,3.059046394001e+01,1.085031612080e+01
2.104651586897e+00,7.482270569447e+02,4.664046228545e-01,6.409195709871e-01,1.076040655666e+00,1.731074778039e-02,3.268866636838e-02,9.213984914022e-02,5.776757958041e+01,3.059164264245e+01,1.085306747657e+01
2.107048684376e+00,7.500227815405e+02,4.664110097657e-01,6.409072238694e-01,1.075904289232e+00,1.731122188789e-02,3.268740690638e-02,9.211649688782e-02,5.776599748279e+01,3.059282135362e+01,1.085581881406e+01
2.109445781855e+00,7.518228158265e+02,4.664173969140e-01,6.408948773739e-01,1.075767975536e+00,1.731169601949e-02,3.268614753211e-02,9.209315662435e-02,5.776441539144e+01,3.059400007350e+01,1.085857013327e+01
2.111842879335e+00,7.536271701459e+02,4.664237842993e-01,6.408825315008e-01,1.075631714541e+00,1.731217017517e-02,3.268488824558e-02,9.206982834050e-02,5.776283330637e+01,3.059517880210e+01,1.086132143422e+01
2.114239976814e+00,7.554358548666e+02,4.664301719217e-01,6.408701862499e-01,1.075495506216e+00,1.731264435495e-02,3.268362904677e-02,9.204651202696e-02,5.776125122759e+01,3.059635753940e+01,1.086407271692e+01
2.116637074294e+00,7.572488803814e+02,4.664365597812e-01,6.408578416212e-01,1.075359350524e+00,1.731311855882e-02,3.268236993568e-02,9.202320767445e-02,5.775966915507e+01,3.059753628540e+01,1.086682398138e+01
2.119034171773e+00,7.590662571082e+02,4.664429478778e-01,6.408454976148e-01,1.075223247432e+00,1.731359278679e-02,3.268111091232e-02,9.199991527369e-02,5.775808708883e+01,3.059871504010e+01,1.086957522760e+01
2.121431269252e+00,7.608879954897e+02,4.664493362116e-01,6.408331542306e-01,1.075087196906e+00,1.731406703886e-02,3.267985197667e-02,9.197663481542e-02,5.775650502885e+01,3.059989380350e+01,1.087232645559e+01
2.123828366732e+00,7.627141059938e+02,4.664557247826e-01,6.408208114687e-01,1.074951198912e+00,1.731454131504e-02,3.267859312873e-02,9.195336629035e-02,5.775492297514e+01,3.060107257558e+01,1.087507766537e+01
2.126225464211e+00,7.645445991135e+02,4.664621135908e-01,6.408084693290e-01,1.074815253415e+00,1.731501561532e-02,3.267733436849e-02,9.193010968926e-02,5.775334092768e+01,3.060225135635e+01,1.087782885695e+01
2.128622561691e+00,7.663794853669e+02,4.664685026362e-01,6.407961278115e-01,1.074679360382e+00,1.731548993972e-02,3.267607569596e-02,9.190686500289e-02,5.775175888649e+01,3.060343014580e+01,1.088058003032e+01
2.131019659170e+00,7.682187752974e+02,4.664748919190e-01,6.407837869162e-01,1.074543519777e+00,1.731596428822e-02,3.267481711112e-02,9.188363222202e-02,5.775017685155e+01,3.060460894392e+01,1.088333118551e+01
2.133416756649e+00,7.700624794737e+02,4.664812814390e-01,6.407714466432e-01,1.074407731568e+00,1.731643866084e-02,3.267355861397e-02,9.186041133742e-02,5.774859482286e+01,3.060578775072e+01,1.088608232252e+01
2.135813854129e+00,7.719106084900e+02,4.664876711964e-01,6.407591069923e-01,1.074271995720e+00,1.731691305758e-02,3.267230020452e-02,9.183720233989e-02,5.774701280042e+01,3.060696656619e+01,1.088883344137e+01
2.138210951608e+00,7.737631729657e+02,4.664940611911e-01,6.407467679636e-01,1.074136312200e+00,1.731738747844e-02,3.267104188274e-02,9.181400522021e-02,5.774543078422e+01,3.060814539031e+01,1.089158454205e+01
2.140608049087e+00,7.756201835457e+02,4.665004514232e-01,6.407344295571e-01,1.074000680972e+00,1.731786192343e-02,3.266978364865e-02,9.179081996919e-02,5.774384877427e+01,3.060932422310e+01,1.089433562458e+01
2.143005146567e+00,7.774816509006e+02,4.665068418928e-01,6.407220917728e-01,1.073865102004e+00,1.731833639254e-02,3.266852550223e-02,9.176764657766e-02,5.774226677055e+01,3.061050306454e+01,1.089708668898e+01
2.145402244046e+00,7.793475857266e+02,4.665132325997e-01,6.407097546106e-01,1.073729575262e+00,1.731881088578e-02,3.266726744348e-02,9.174448503643e-02,5.774068477307e+01,3.061168191463e+01,1.089983773524e+01
2.147799341526e+00,7.812179987455e+02,4.665196235442e-01,6.406974180706e-01,1.073594100711e+00,1.731928540315e-02,3.266600947240e-02,9.172133533634e-02,5.773910278182e+01,3.061286077337e+01,1.090258876338e+01
2.150196439005e+00,7.830929007047e+02,4.665260147261e-01,6.406850821527e-01,1.073458678317e+00,1.731975994465e-02,3.266475158897e-02,9.169819746824e-02,5.773752079680e+01,3.061403964075e+01,1.090533977341e+01
2.152593536484e+00,7.849723023777e+02,4.665324061456e-01,6.406727468570e-01,1.073323308048e+00,1.732023451030e-02,3.266349379321e-02,9.167507142299e-02,5.773593881801e+01,3.061521851676e+01,1.090809076533e+01
2.154990633964e+00,7.868562145636e+02,4.665387978026e-01,6.406604121834e-01,1.073187989869e+00,1.732070910008e-02,3.266223608510e-02,9.165195719143e-02,5.773435684544e+01,3.061639740141e+01,1.091084173916e+01
2.157387731443e+00,7.887446480875e+02,4.665451896972e-01,6.406480781320e-01,1.073052723746e+00,1.732118371401e-02,3.266097846463e-02,9.162885476446e-02,5.773277487908e+01,3.061757629469e+01,1.091359269491e+01
2.159784828922e+00,7.906376138006e+02,4.665515818294e-01,6.406357447026e-01,1.072917509647e+00,1.732165835208e-02,3.265972093181e-02,9.160576413295e-02,5.773119291895e+01,3.061875519659e+01,1.091634363258e+01
2.162181926402e+00,7.925351225799e+02,4.665579741993e-01,6.406234118954e-01,1.072782347536e+00,1.732213301430e-02,3.265846348663e-02,9.158268528779e-02,5.772961096503e+01,3.061993410711e+01,1.091909455218e+01
2.164579023881e+00,7.944371853287e+02,4.665643668068e-01,6.406110797103e-01,1.072647237381e+00,1.732260770067e-02,3.265720612908e-02,9.155961821988e-02,5.772802901731e+01,3.062111302625e+01,1.092184545373e+01
2.166976121361e+00,7.963438129763e+02,4.665707596520e-01,6.405987481473e-01,1.072512179147e+00,1.732308241120e-02,3.265594885916e-02,9.153656292014e-02,5.772644707581e+01,3.062229195399e+01,1.092459633723e+01
2.169373218840e+00,7.982550164785e+02,4.665771527349e-01,6.405864172063e-01,1.072377172802e+00,1.732355714588e-02,3.265469167687e-02,9.151351937949e-02,5.772486514051e+01,3.062347089035e+01,1.092734720269e+01
2.171770316319e+00,8.001708068172e+02,4.665835460556e-01,6.405740868875e-01,1.072242218312e+00,1.732403190473e-02,3.265343458220e-02,9.149048758886e-02,5.772328321140e+01,3.062464983530e+01,1.093009805013e+01
2.174167413799e+00,8.020911950005e+02,4.665899396140e-01,6.405617571907e-01,1.072107315643e+00,1.732450668773e-02,3.265217757515e-02,9.146746753918e-02,5.772170128850e+01,3.062582878886e+01,1.093284887954e+01
2.176564511278e+00,8.040161920633e+02,4.665963334103e-01,6.405494281160e-01,1.071972464761e+00,1.732498149491e-02,3.265092065571e-02,9.144445922140e-02,5.772011937179e+01,3.062700775101e+01,1.093559969094e+01
2.178961608758e+00,8.059458090668e+02,4.666027274443e-01,6.405370996633e-01,1.071837665634e+00,1.732545632624e-02,3.264966382388e-02,9.142146262649e-02,5.771853746127e+01,3.062818672175e+01,1.093835048435e+01
2.181358706237e+00,8.078800570986e+02,4.666091217163e-01,6.405247718327e-01,1.071702918227e+00,1.732593118176e-02,3.264840707965e-02,9.139847774540e-02,5.771695555694e+01,3.062936570107e+01,1.094110125976e+01
2.183755803716e+00,8.098189472730e+02,4.666155162261e-01,6.405124446241e-01,1.071568222508e+00,1.732640606144e-02,3.264715042302e-02,9.137550456913e-02,5.771537365880e+01,3.063054468898e+01,1.094385201718e+01
2.186152901196e+00,8.117624907312e+02,4.666219109738e-01,6.405001180376e-01,1.071433578443e+00,1.732688096530e-02,3.264589385398e-02,9.135254308864e-02,5.771379176683e+01,3.063172368546e+01,1.094660275664e+01
2.188549998675e+00,8.137106986408e+02,4.666283059595e-01,6.404877920730e-01,1.071298985999e+00,1.732735589334e-02,3.264463737253e-02,9.132959329494e-02,5.771220988105e+01,3.063290269052e+01,1.094935347813e+01
2.190947096154e+00,8.156635821965e+02,4.666347011831e-01,6.404754667305e-01,1.071164445142e+00,1.732783084556e-02,3.264338097867e-02,9.130665517903e-02,5.771062800144e+01,3.063408170414e+01,1.095210418166e+01
2.193344193634e+00,8.176211526196e+02,4.666410966447e-01,6.404631420100e-01,1.071029955840e+00,1.732830582197e-02,3.264212467239e-02,9.128372873193e-02,5.770904612800e+01,3.063526072633e+01,1.095485486725e+01
2.195741291113e+00,8.195834211585e+02,4.666474923444e-01,6.404508179115e-01,1.070895518058e+00,1.732878082256e-02,3.264086845369e-02,9.126081394466e-02,5.770746426073e+01,3.063643975708e+01,1.095760553491e+01
2.198138388593e+00,8.215503990886e+02,4.666538882821e-01,6.404384944350e-01,1.070761131764e+00,1.732925584735e-02,3.263961232255e-02,9.123791080825e-02,5.770588239963e+01,3.063761879638e+01,1.096035618463e+01
2.200535486072e+00,8.235220977122e+02,4.666602844579e-01,6.404261715805e-01,1.070626796924e+00,1.732973089632e-02,3.263835627899e-02,9.121501931374e-02,5.770430054469e+01,3.063879784423e+01,1.096310681644e+01
2.202932583551e+00,8.254985283589e+02,4.666666808718e-01,6.404138493479e-01,1.070492513506e+00,1.733020596950e-02,3.263710032299e-02,9.119213945219e-02,5.770271869591e+01,3.063997690064e+01,1.096585743034e+01
2.205329681031e+00,8.274797023854e+02,4.666730775238e-01,6.404015277374e-01,1.070358281476e+00,1.733068106687e-02,3.263584445454e-02,9.116927121465e-02,5.770113685328e+01,3.064115596558e+01,1.096860802633e+01
2.207726778510e+00,8.294656311758e+02,4.666794744140e-01,6.403892067487e-01,1.070224100801e+00,1.733115618844e-02,3.263458867365e-02,9.114641459219e-02,5.769955501681e+01,3.064233503906e+01,1.097135860444e+01
2.210123875989e+00,8.314563261412e+02,4.666858715424e-01,6.403768863820e-01,1.070089971448e+00,1.733163133422e-02,3.263333298031e-02,9.112356957590e-02,5.769797318649e+01,3.064351412108e+01,1.097410916467e+01
2.212520973469e+00,8.334517987204e+02,4.666922689089e-01,6.403645666373e-01,1.069955893384e+00,1.733210650420e-02,3.263207737451e-02,9.110073615685e-02,5.769639136232e+01,3.064469321163e+01,1.097685970702e+01
2.214918070948e+00,8.354520603796e+02,4.666986665138e-01,6.403522475145e-01,1.069821866577e+00,1.733258169840e-02,3.263082185625e-02,9.107791432615e-02,5.769480954429e+01,3.064587231070e+01,1.097961023151e+01
2.217315168428e+00,8.374571226124e+02,4.667050643569e-01,6.403399290136e-01,1.069687890992e+00,1.733305691681e-02,3.262956642553e-02,9.105510407491e-02,5.769322773241e+01,3.064705141830e+01,1.098236073815e+01
2.219712265907e+00,8.394669969401e+02,4.667114624383e-01,6.403276111346e-01,1.069553966597e+00,1.733353215943e-02,3.262831108234e-02,9.103230539423e-02,5.769164592666e+01,3.064823053441e+01,1.098511122694e+01
2.222109363386e+00,8.414816949114e+02,4.667178607580e-01,6.403152938775e-01,1.069420093359e+00,1.733400742627e-02,3.262705582668e-02,9.100951827524e-02,5.769006412704e+01,3.064940965903e+01,1.098786169789e+01
2.224506460866e+00,8.435012281032e+02,4.667242593161e-01,6.403029772423e-01,1.069286271246e+00,1.733448271733e-02,3.262580065854e-02,9.098674270908e-02,5.768848233356e+01,3.065058879217e+01,1.099061215102e+01
2.226903558345e+00,8.455256081197e+02,4.667306581125e-01,6.402906612290e-01,1.069152500224e+00,1.733495803261e-02,3.262454557791e-02,9.096397868688e-02,5.768690054621e+01,3.065176793381e+01,1.099336258633e+01
2.229300655825e+00,8.475548465932e+02,4.667370571474e-01,6.402783458376e-01,1.069018780261e+00,1.733543337212e-02,3.262329058480e-02,9.094122619981e-02,5.768531876498e+01,3.065294708394e+01,1.099611300383e+01
2.231697753304e+00,8.495889551839e+02,4.667434564207e-01,6.402660310680e-01,1.068885111324e+00,1.733590873586e-02,3.262203567920e-02,9.091848523902e-02,5.768373698988e+01,3.065412624258e+01,1.099886340353e+01
2.234094850783e+00,8.516279455799e+02,4.667498559325e-01,6.402537169203e-01,1.068751493379e+00,1.733638412383e-02,3.262078086109e-02,9.089575579568e-02,5.768215522089e+01,3.065530540971e+01,1.100161378544e+01
2.236491948263e+00,8.536718294974e+02,4.667562556827e-01,6.402414033945e-01,1.068617926395e+00,1.733685953604e-02,3.261952613049e-02,9.087303786096e-02,5.768057345802e+01,3.065648458532e+01,1.100436414957e+01
2.238889045742e+00,8.557206186808e+02,4.667626556715e-01,6.402290904905e-01,1.068484410339e+00,1.733733497248e-02,3.261827148739e-02,9.085033142607e-02,5.767899170127e+01,3.065766376942e+01,1.100711449593e+01
2.241286143221e+00,8.577743249025e+02,4.667690558988e-01,6.402167782083e-01,1.068350945177e+00,1.733781043317e-02,3.261701693177e-02,9.082763648219e-02,5.767740995062e+01,3.065884296200e+01,1.100986482453e+01
2.243683240701e+00,8.598329599633e+02,4.667754563647e-01,6.402044665480e-01,1.068217530878e+00,1.733828591810e-02,3.261576246364e-02,9.080495302053e-02,5.767582820608e+01,3.066002216305e+01,1.101261513537e+01
2.246080338180e+00,8.618965356923e+02,4.667818570692e-01,6.401921555094e-01,1.068084167409e+00,1.733876142727e-02,3.261450808299e-02,9.078228103230e-02,5.767424646765e+01,3.066120137258e+01,1.101536542846e+01
2.248477435660e+00,8.639650639469e+02,4.667882580124e-01,6.401798450927e-01,1.067950854736e+00,1.733923696069e-02,3.261325378981e-02,9.075962050874e-02,5.767266473531e+01,3.066238059057e+01,1.101811570382e+01
2.250874533139e+00,8.660385566131e+02,4.667946591941e-01,6.401675352978e-01,1.067817592828e+00,1.733971251836e-02,3.261199958411e-02,9.073697144107e-02,5.767108300908e+01,3.066355981702e+01,1.102086596145e+01
2.253271630618e+00,8.681170256054e+02,4.668010606146e-01,6.401552261246e-01,1.067684381652e+00,1.734018810029e-02,3.261074546587e-02,9.071433382053e-02,5.766950128894e+01,3.066473905194e+01,1.102361620136e+01
2.255668728098e+00,8.702004828667e+02,4.668074622738e-01,6.401429175732e-01,1.067551221175e+00,1.734066370647e-02,3.260949143510e-02,9.069170763838e-02,5.766791957489e+01,3.066591829530e+01,1.102636642357e+01
2.258065825577e+00,8.722889403688e+02,4.668138641717e-01,6.401306096436e-01,1.067418111366e+00,1.734113933691e-02,3.260823749178e-02,9.066909288588e-02,5.766633786693e+01,3.066709754712e+01,1.102911662807e+01
2.260462923057e+00,8.743824101121e+02,4.668202663084e-01,6.401183023358e-01,1.067285052191e+00,1.734161499162e-02,3.260698363591e-02,9.064648955429e-02,5.766475616505e+01,3.066827680738e+01,1.103186681489e+01
2.262860020536e+00,8.764809041259e+02,4.668266686838e-01,6.401059956497e-01,1.067152043618e+00,1.734209067059e-02,3.260572986750e-02,9.062389763490e-02,5.766317446926e+01,3.066945607609e+01,1.103461698402e+01
2.265257118015e+00,8.785844344683e+02,4.668330712981e-01,6.400936895853e-01,1.067019085615e+00,1.734256637383e-02,3.260447618653e-02,9.060131711898e-02,5.766159277955e+01,3.067063535323e+01,1.103736713548e+01
2.267654215495e+00,8.806930132263e+02,4.668394741513e-01,6.400813841427e-01,1.066886178149e+00,1.734304210134e-02,3.260322259300e-02,9.057874799785e-02,5.766001109591e+01,3.067181463880e+01,1.104011726927e+01
2.270051312974e+00,8.828066525161e+02,4.668458772433e-01,6.400690793218e-01,1.066753321188e+00,1.734351785312e-02,3.260196908690e-02,9.055619026279e-02,5.765842941835e+01,3.067299393281e+01,1.104286738541e+01
2.272448410453e+00,8.849253644826e+02,4.668522805742e-01,6.400567751226e-01,1.066620514701e+00,1.734399362918e-02,3.260071566823e-02,9.053364390513e-02,5.765684774686e+01,3.067417323524e+01,1.104561748390e+01
