t,mu_GeV,g1,g2,g3,alpha1,alpha2,alpha3,alpha1_inv,alpha2_inv,alpha3_inv
2.835876994122e+01,1.888218017423e+14,5.564970008144e-01,5.737236058934e-01,5.777971636100e-01,2.464426057605e-02,2.619362312800e-02,2.656690404263e-02,4.057739922503e+01,3.817723096623e+01,3.764081800406e+01
2.835986965322e+01,1.890295655629e+14,5.565019239766e-01,5.737212133341e-01,5.777903369245e-01,2.464469661875e-02,2.619340466160e-02,2.656627626929e-02,4.057668128238e+01,3.817754938387e+01,3.764170747392e+01
2.836096936522e+01,1.892375579896e+14,5.565068472691e-01,5.737188208039e-01,5.777835104828e-01,2.464513267685e-02,2.619318619877e-02,2.656564852578e-02,4.057596333978e+01,3.817786780163e+01,3.764259694355e+01
2.836206907722e+01,1.894457792738e+14,5.565117706918e-01,5.737164283027e-01,5.777766842848e-01,2.464556875034e-02,2.619296773949e-02,2.656502081211e-02,4.057524539725e+01,3.817818621951e+01,3.764348641293e+01
2.836316878923e+01,1.896542296674e+14,5.565166942447e-01,5.737140358306e-01,5.777698583306e-01,2.464600483923e-02,2.619274928378e-02,2.656439312827e-02,4.057452745478e+01,3.817850463751e+01,3.764437588208e+01
2.836426850123e+01,1.898629094226e+14,5.565216179279e-01,5.737116433874e-01,5.777630326202e-01,2.464644094351e-02,2.619253083163e-02,2.656376547426e-02,4.057380951237e+01,3.817882305563e+01,3.764526535099e+01
2.836536821323e+01,1.900718187916e+14,5.565265417414e-01,5.737092509733e-01,5.777562071535e-01,2.464687706319e-02,2.619231238304e-02,2.656313785008e-02,4.057309157002e+01,3.817914147387e+01,3.764615481966e+01
2.836646792523e+01,1.902809580271e+14,5.565314656851e-01,5.737068585882e-01,5.777493819305e-01,2.464731319827e-02,2.619209393801e-02,2.656251025572e-02,4.057237362774e+01,3.817945989223e+01,3.764704428809e+01
2.836756763723e+01,1.904903273820e+14,5.565363897591e-01,5.737044662322e-01,5.777425569512e-01,2.464774934874e-02,2.619187549655e-02,2.656188269118e-02,4.057165568551e+01,3.817977831072e+01,3.764793375629e+01
2.836866734923e+01,1.906999271096e+14,5.565413139635e-01,5.737020739052e-01,5.777357322156e-01,2.464818551462e-02,2.619165705864e-02,2.656125515647e-02,4.057093774335e+01,3.818009672932e+01,3.764882322425e+01
2.836976706123e+01,1.909097574633e+14,5.565462382981e-01,5.736996816071e-01,5.777289077237e-01,2.464862169589e-02,2.619143862430e-02,2.656062765157e-02,4.057021980124e+01,3.818041514804e+01,3.764971269197e+01
2.837086677323e+01,1.911198186969e+14,5.565511627630e-01,5.736972893382e-01,5.777220834755e-01,2.464905789257e-02,2.619122019351e-02,2.656000017649e-02,4.056950185920e+01,3.818073356688e+01,3.765060215945e+01
2.837196648523e+01,1.913301110644e+14,5.565560873582e-01,5.736948970982e-01,5.777152594709e-01,2.464949410464e-02,2.619100176629e-02,2.655937273123e-02,4.056878391721e+01,3.818105198584e+01,3.765149162669e+01
2.837306619723e+01,1.915406348201e+14,5.565610120837e-01,5.736925048873e-01,5.777084357099e-01,2.464993033212e-02,2.619078334263e-02,2.655874531577e-02,4.056806597529e+01,3.818137040493e+01,3.765238109370e+01
2.837416590923e+01,1.917513902187e+14,5.565659369395e-01,5.736901127054e-01,5.777016121925e-01,2.465036657501e-02,2.619056492252e-02,2.655811793013e-02,4.056734803343e+01,3.818168882413e+01,3.765327056047e+01
2.837526562123e+01,1.919623775151e+14,5.565708619257e-01,5.736877205525e-01,5.776947889188e-01,2.465080283329e-02,2.619034650598e-02,2.655749057429e-02,4.056663009163e+01,3.818200724345e+01,3.765416002700e+01
2.837636533323e+01,1.921735969643e+14,5.565757870421e-01,5.736853284286e-01,5.776879658886e-01,2.465123910699e-02,2.619012809300e-02,2.655686324826e-02,4.056591214989e+01,3.818232566290e+01,3.765504949330e+01
2.837746504523e+01,1.923850488219e+14,5.565807122889e-01,5.736829363337e-01,5.776811431020e-01,2.465167539608e-02,2.618990968358e-02,2.655623595203e-02,4.056519420822e+01,3.818264408246e+01,3.765593895935e+01
2.837856475723e+01,1.925967333435e+14,5.565856376661e-01,5.736805442679e-01,5.776743205590e-01,2.465211170059e-02,2.618969127772e-02,2.655560868561e-02,4.056447626660e+01,3.818296250214e+01,3.765682842517e+01
2.837966446924e+01,1.928086507851e+14,5.565905631736e-01,5.736781522311e-01,5.776674982595e-01,2.465254802050e-02,2.618947287542e-02,2.655498144898e-02,4.056375832504e+01,3.818328092195e+01,3.765771789076e+01
2.838076418124e+01,1.930208014031e+14,5.565954888114e-01,5.736757602233e-01,5.776606762035e-01,2.465298435582e-02,2.618925447668e-02,2.655435424215e-02,4.056304038355e+01,3.818359934187e+01,3.765860735610e+01
2.838186389324e+01,1.932331854541e+14,5.566004145796e-01,5.736733682445e-01,5.776538543910e-01,2.465342070655e-02,2.618903608151e-02,2.655372706512e-02,4.056232244211e+01,3.818391776191e+01,3.765949682121e+01
2.838296360524e+01,1.934458031948e+14,5.566053404781e-01,5.736709762948e-01,5.776470328221e-01,2.465385707268e-02,2.618881768989e-02,2.655309991788e-02,4.056160450074e+01,3.818423618208e+01,3.766038628607e+01
2.838406331724e+01,1.936586548823e+14,5.566102665071e-01,5.736685843740e-01,5.776402114966e-01,2.465429345423e-02,2.618859930183e-02,2.655247280043e-02,4.056088655943e+01,3.818455460236e+01,3.766127575071e+01
2.838516302924e+01,1.938717407742e+14,5.566151926664e-01,5.736661924823e-01,5.776333904146e-01,2.465472985119e-02,2.618838091733e-02,2.655184571277e-02,4.056016861818e+01,3.818487302277e+01,3.766216521510e+01
2.838626274124e+01,1.940850611281e+14,5.566201189560e-01,5.736638006196e-01,5.776265695761e-01,2.465516626357e-02,2.618816253639e-02,2.655121865489e-02,4.055945067698e+01,3.818519144329e+01,3.766305467926e+01
2.838736245324e+01,1.942986162020e+14,5.566250453761e-01,5.736614087859e-01,5.776197489810e-01,2.465560269135e-02,2.618794415901e-02,2.655059162680e-02,4.055873273585e+01,3.818550986394e+01,3.766394414317e+01
2.838846216524e+01,1.945124062542e+14,5.566299719265e-01,5.736590169812e-01,5.776129286293e-01,2.465603913455e-02,2.618772578519e-02,2.654996462849e-02,4.055801479479e+01,3.818582828470e+01,3.766483360685e+01
2.838956187724e+01,1.947264315431e+14,5.566348986074e-01,5.736566252056e-01,5.776061085211e-01,2.465647559317e-02,2.618750741493e-02,2.654933765996e-02,4.055729685378e+01,3.818614670559e+01,3.766572307030e+01
2.839066158924e+01,1.949406923277e+14,5.566398254186e-01,5.736542334589e-01,5.775992886562e-01,2.465691206720e-02,2.618728904822e-02,2.654871072121e-02,4.055657891283e+01,3.818646512659e+01,3.766661253350e+01
2.839176130124e+01,1.951551888671e+14,5.566447523603e-01,5.736518417413e-01,5.775924690347e-01,2.465734855664e-02,2.618707068508e-02,2.654808381224e-02,4.055586097194e+01,3.818678354772e+01,3.766750199647e+01
2.839286101324e+01,1.953699214206e+14,5.566496794323e-01,5.736494500527e-01,5.775856496566e-01,2.465778506151e-02,2.618685232550e-02,2.654745693304e-02,4.055514303112e+01,3.818710196896e+01,3.766839145920e+01
2.839396072524e+01,1.955848902480e+14,5.566546066348e-01,5.736470583931e-01,5.775788305219e-01,2.465822158179e-02,2.618663396948e-02,2.654683008361e-02,4.055442509035e+01,3.818742039033e+01,3.766928092170e+01
2.839506043724e+01,1.958000956092e+14,5.566595339677e-01,5.736446667625e-01,5.775720116305e-01,2.465865811749e-02,2.618641561701e-02,2.654620326395e-02,4.055370714965e+01,3.818773881181e+01,3.767017038395e+01
2.839616014925e+01,1.960155377645e+14,5.566644614311e-01,5.736422751609e-01,5.775651929824e-01,2.465909466861e-02,2.618619726811e-02,2.654557647406e-02,4.055298920901e+01,3.818805723342e+01,3.767105984597e+01
2.839725986125e+01,1.962312169745e+14,5.566693890248e-01,5.736398835883e-01,5.775583745776e-01,2.465953123515e-02,2.618597892276e-02,2.654494971393e-02,4.055227126842e+01,3.818837565514e+01,3.767194930775e+01
2.839835957325e+01,1.964471335000e+14,5.566743167490e-01,5.736374920447e-01,5.775515564162e-01,2.465996781711e-02,2.618576058097e-02,2.654432298357e-02,4.055155332790e+01,3.818869407699e+01,3.767283876930e+01
2.839945928525e+01,1.966632876020e+14,5.566792446037e-01,5.736351005302e-01,5.775447384980e-01,2.466040441450e-02,2.618554224274e-02,2.654369628296e-02,4.055083538744e+01,3.818901249895e+01,3.767372823060e+01
2.840055899725e+01,1.968796795421e+14,5.566841725888e-01,5.736327090446e-01,5.775379208230e-01,2.466084102730e-02,2.618532390807e-02,2.654306961212e-02,4.055011744704e+01,3.818933092104e+01,3.767461769167e+01
2.840165870925e+01,1.970963095819e+14,5.566891007044e-01,5.736303175881e-01,5.775311033914e-01,2.466127765553e-02,2.618510557696e-02,2.654244297103e-02,4.054939950670e+01,3.818964934324e+01,3.767550715250e+01
2.840275842125e+01,1.973131779833e+14,5.566940289504e-01,5.736279261606e-01,5.775242862029e-01,2.466171429919e-02,2.618488724941e-02,2.654181635970e-02,4.054868156642e+01,3.818996776557e+01,3.767639661310e+01
2.840385813325e+01,1.975302850088e+14,5.566989573269e-01,5.736255347620e-01,5.775174692577e-01,2.466215095827e-02,2.618466892541e-02,2.654118977812e-02,4.054796362621e+01,3.819028618802e+01,3.767728607346e+01
2.840495784525e+01,1.977476309207e+14,5.567038858339e-01,5.736231433925e-01,5.775106525557e-01,2.466258763278e-02,2.618445060498e-02,2.654056322629e-02,4.054724568605e+01,3.819060461058e+01,3.767817553357e+01
2.840605755725e+01,1.979652159821e+14,5.567088144714e-01,5.736207520520e-01,5.775038360969e-01,2.466302432271e-02,2.618423228810e-02,2.653993670421e-02,4.054652774595e+01,3.819092303327e+01,3.767906499346e+01
2.840715726925e+01,1.981830404560e+14,5.567137432394e-01,5.736183607405e-01,5.774970198813e-01,2.466346102807e-02,2.618401397478e-02,2.653931021187e-02,4.054580980592e+01,3.819124145607e+01,3.767995445310e+01
2.840825698125e+01,1.984011046058e+14,5.567186721378e-01,5.736159694580e-01,5.774902039089e-01,2.466389774886e-02,2.618379566502e-02,2.653868374928e-02,4.054509186595e+01,3.819155987900e+01,3.768084391251e+01
2.840935669325e+01,1.986194086953e+14,5.567236011668e-01,5.736135782045e-01,5.774833881796e-01,2.466433448508e-02,2.618357735881e-02,2.653805731643e-02,4.054437392603e+01,3.819187830204e+01,3.768173337168e+01
2.841045640525e+01,1.988379529884e+14,5.567285303262e-01,5.736111869800e-01,5.774765726934e-01,2.466477123674e-02,2.618335905617e-02,2.653743091332e-02,4.054365598618e+01,3.819219672521e+01,3.768262283061e+01
2.841155611726e+01,1.990567377496e+14,5.567334596162e-01,5.736087957846e-01,5.774697574504e-01,2.466520800382e-02,2.618314075708e-02,2.653680453995e-02,4.054293804639e+01,3.819251514850e+01,3.768351228931e+01
2.841265582926e+01,1.992757632433e+14,5.567383890367e-01,5.736064046181e-01,5.774629424504e-01,2.466564478633e-02,2.618292246155e-02,2.653617819631e-02,4.054222010666e+01,3.819283357190e+01,3.768440174777e+01
2.841375554126e+01,1.994950297345e+14,5.567433185877e-01,5.736040134806e-01,5.774561276936e-01,2.466608158428e-02,2.618270416958e-02,2.653555188240e-02,4.054150216699e+01,3.819315199543e+01,3.768529120599e+01
2.841485525326e+01,1.997145374883e+14,5.567482482692e-01,5.736016223721e-01,5.774493131798e-01,2.466651839766e-02,2.618248588116e-02,2.653492559823e-02,4.054078422738e+01,3.819347041907e+01,3.768618066397e+01
2.841595496526e+01,1.999342867702e+14,5.567531780813e-01,5.735992312926e-01,5.774424989091e-01,2.466695522647e-02,2.618226759631e-02,2.653429934379e-02,4.054006628783e+01,3.819378884284e+01,3.768707012172e+01
2.841705467726e+01,2.001542778460e+14,5.567581080239e-01,5.735968402422e-01,5.774356848815e-01,2.466739207072e-02,2.618204931501e-02,2.653367311907e-02,4.053934834834e+01,3.819410726673e+01,3.768795957923e+01
2.841815438926e+01,2.003745109816e+14,5.567630380971e-01,5.735944492207e-01,5.774288710968e-01,2.466782893041e-02,2.618183103726e-02,2.653304692408e-02,4.053863040891e+01,3.819442569073e+01,3.768884903650e+01
2.841925410126e+01,2.005949864435e+14,5.567679683008e-01,5.735920582282e-01,5.774220575553e-01,2.466826580553e-02,2.618161276308e-02,2.653242075881e-02,4.053791246955e+01,3.819474411486e+01,3.768973849353e+01
2.842035381326e+01,2.008157044983e+14,5.567728986351e-01,5.735896672647e-01,5.774152442567e-01,2.466870269609e-02,2.618139449245e-02,2.653179462326e-02,4.053719453024e+01,3.819506253910e+01,3.769062795033e+01
2.842145352526e+01,2.010366654128e+14,5.567778290999e-01,5.735872763302e-01,5.774084312011e-01,2.466913960209e-02,2.618117622538e-02,2.653116851743e-02,4.053647659099e+01,3.819538096347e+01,3.769151740689e+01
2.842255323726e+01,2.012578694545e+14,5.567827596953e-01,5.735848854248e-01,5.774016183885e-01,2.466957652353e-02,2.618095796186e-02,2.653054244132e-02,4.053575865181e+01,3.819569938795e+01,3.769240686321e+01
2.842365294926e+01,2.014793168906e+14,5.567876904213e-01,5.735824945483e-01,5.773948058188e-01,2.467001346040e-02,2.618073970191e-02,2.652991639492e-02,4.053504071269e+01,3.819601781256e+01,3.769329631930e+01
2.842475266126e+01,2.017010079891e+14,5.567926212778e-01,5.735801037008e-01,5.773879934921e-01,2.467045041272e-02,2.618052144551e-02,2.652929037823e-02,4.053432277362e+01,3.819633623728e+01,3.769418577515e+01
2.842585237326e+01,2.019229430181e+14,5.567975522650e-01,5.735777128823e-01,5.773811814083e-01,2.467088738048e-02,2.618030319266e-02,2.652866439126e-02,4.053360483462e+01,3.819665466213e+01,3.769507523076e+01
2.842695208526e+01,2.021451222459e+14,5.568024833827e-01,5.735753220928e-01,5.773743695675e-01,2.467132436369e-02,2.618008494338e-02,2.652803843399e-02,4.053288689568e+01,3.819697308709e+01,3.769596468614e+01
2.842805179727e+01,2.023675459413e+14,5.568074146311e-01,5.735729313323e-01,5.773675579695e-01,2.467176136234e-02,2.617986669765e-02,2.652741250642e-02,4.053216895680e+01,3.819729151218e+01,3.769685414127e+01
2.842915150927e+01,2.025902143733e+14,5.568123460100e-01,5.735705406008e-01,5.773607466145e-01,2.467219837643e-02,2.617964845547e-02,2.652678660856e-02,4.053145101798e+01,3.819760993738e+01,3.769774359617e+01
2.843025122127e+01,2.028131278111e+14,5.568172775196e-01,5.735681498983e-01,5.773539355023e-01,2.467263540596e-02,2.617943021686e-02,2.652616074040e-02,4.053073307922e+01,3.819792836271e+01,3.769863305084e+01
2.843135093327e+01,2.030362865243e+14,5.568222091597e-01,5.735657592248e-01,5.773471246330e-01,2.467307245095e-02,2.617921198180e-02,2.652553490194e-02,4.053001514052e+01,3.819824678815e+01,3.769952250526e+01
2.843245064527e+01,2.032596907828e+14,5.568271409305e-01,5.735633685803e-01,5.773403140065e-01,2.467350951138e-02,2.617899375029e-02,2.652490909318e-02,4.052929720188e+01,3.819856521372e+01,3.770041195945e+01
2.843355035727e+01,2.034833408568e+14,5.568320728319e-01,5.735609779647e-01,5.773335036228e-01,2.467394658725e-02,2.617877552234e-02,2.652428331412e-02,4.052857926331e+01,3.819888363940e+01,3.770130141341e+01
2.843465006927e+01,2.037072370168e+14,5.568370048640e-01,5.735585873782e-01,5.773266934820e-01,2.467438367858e-02,2.617855729795e-02,2.652365756474e-02,4.052786132479e+01,3.819920206521e+01,3.770219086712e+01
2.843574978127e+01,2.039313795334e+14,5.568419370267e-01,5.735561968207e-01,5.773198835840e-01,2.467482078535e-02,2.617833907711e-02,2.652303184506e-02,4.052714338633e+01,3.819952049113e+01,3.770308032060e+01
2.843684949327e+01,2.041557686779e+14,5.568468693200e-01,5.735538062921e-01,5.773130739288e-01,2.467525790758e-02,2.617812085983e-02,2.652240615506e-02,4.052642544794e+01,3.819983891718e+01,3.770396977384e+01
2.843794920527e+01,2.043804047216e+14,5.568518017440e-01,5.735514157925e-01,5.773062645163e-01,2.467569504525e-02,2.617790264611e-02,2.652178049476e-02,4.052570750960e+01,3.820015734334e+01,3.770485922684e+01
2.843904891727e+01,2.046052879361e+14,5.568567342986e-01,5.735490253220e-01,5.772994553466e-01,2.467613219838e-02,2.617768443594e-02,2.652115486413e-02,4.052498957133e+01,3.820047576962e+01,3.770574867961e+01
2.844014862927e+01,2.048304185934e+14,5.568616669839e-01,5.735466348804e-01,5.772926464197e-01,2.467656936696e-02,2.617746622933e-02,2.652052926319e-02,4.052427163311e+01,3.820079419603e+01,3.770663813214e+01
2.844124834127e+01,2.050557969658e+14,5.568665997999e-01,5.735442444678e-01,5.772858377355e-01,2.467700655099e-02,2.617724802627e-02,2.651990369193e-02,4.052355369496e+01,3.820111262255e+01,3.770752758443e+01
2.844234805327e+01,2.052814233258e+14,5.568715327466e-01,5.735418540842e-01,5.772790292939e-01,2.467744375048e-02,2.617702982677e-02,2.651927815035e-02,4.052283575687e+01,3.820143104919e+01,3.770841703649e+01
2.844344776527e+01,2.055072979462e+14,5.568764658239e-01,5.735394637296e-01,5.772722210951e-01,2.467788096542e-02,2.617681163082e-02,2.651865263844e-02,4.052211781884e+01,3.820174947596e+01,3.770930648831e+01
2.844454747728e+01,2.057334211004e+14,5.568813990319e-01,5.735370734039e-01,5.772654131390e-01,2.467831819582e-02,2.617659343843e-02,2.651802715621e-02,4.052139988087e+01,3.820206790284e+01,3.771019593989e+01
2.844564718928e+01,2.059597930617e+14,5.568863323706e-01,5.735346831073e-01,5.772586054256e-01,2.467875544167e-02,2.617637524960e-02,2.651740170365e-02,4.052068194296e+01,3.820238632984e+01,3.771108539123e+01
2.844674690128e+01,2.061864141039e+14,5.568912658400e-01,5.735322928396e-01,5.772517979548e-01,2.467919270298e-02,2.617615706432e-02,2.651677628076e-02,4.051996400511e+01,3.820270475697e+01,3.771197484234e+01
2.844784661328e+01,2.064132845010e+14,5.568961994401e-01,5.735299026009e-01,5.772449907267e-01,2.467962997975e-02,2.617593888259e-02,2.651615088754e-02,4.051924606732e+01,3.820302318421e+01,3.771286429321e+01
2.844894632528e+01,2.066404045275e+14,5.569011331709e-01,5.735275123912e-01,5.772381837412e-01,2.468006727198e-02,2.617572070442e-02,2.651552552398e-02,4.051852812959e+01,3.820334161157e+01,3.771375374385e+01
2.845004603728e+01,2.068677744580e+14,5.569060670324e-01,5.735251222105e-01,5.772313769983e-01,2.468050457967e-02,2.617550252980e-02,2.651490019008e-02,4.051781019192e+01,3.820366003905e+01,3.771464319425e+01
2.845114574928e+01,2.070953945675e+14,5.569110010247e-01,5.735227320588e-01,5.772245704980e-01,2.468094190282e-02,2.617528435874e-02,2.651427488585e-02,4.051709225432e+01,3.820397846665e+01,3.771553264441e+01
2.845224546128e+01,2.073232651312e+14,5.569159351477e-01,5.735203419361e-01,5.772177642403e-01,2.468137924143e-02,2.617506619124e-02,2.651364961127e-02,4.051637431677e+01,3.820429689438e+01,3.771642209433e+01
2.845334517328e+01,2.075513864247e+14,5.569208694014e-01,5.735179518423e-01,5.772109582251e-01,2.468181659551e-02,2.617484802729e-02,2.651302436636e-02,4.051565637928e+01,3.820461532222e+01,3.771731154402e+01
2.845444488528e+01,2.077797587240e+14,5.569258037858e-01,5.735155617776e-01,5.772041524526e-01,2.468225396504e-02,2.617462986689e-02,2.651239915109e-02,4.051493844186e+01,3.820493375018e+01,3.771820099347e+01
2.845554459728e+01,2.080083823052e+14,5.569307383010e-01,5.735131717418e-01,5.771973469225e-01,2.468269135004e-02,2.617441171005e-02,2.651177396548e-02,4.051422050449e+01,3.820525217826e+01,3.771909044268e+01
2.845664430928e+01,2.082372574448e+14,5.569356729469e-01,5.735107817350e-01,5.771905416350e-01,2.468312875051e-02,2.617419355676e-02,2.651114880953e-02,4.051350256719e+01,3.820557060646e+01,3.771997989166e+01
2.845774402128e+01,2.084663844195e+14,5.569406077236e-01,5.735083917571e-01,5.771837365900e-01,2.468356616644e-02,2.617397540703e-02,2.651052368321e-02,4.051278462994e+01,3.820588903478e+01,3.772086934040e+01
2.845884373328e+01,2.086957635065e+14,5.569455426311e-01,5.735060018083e-01,5.771769317875e-01,2.468400359784e-02,2.617375726085e-02,2.650989858655e-02,4.051206669276e+01,3.820620746322e+01,3.772175878890e+01
2.845994344528e+01,2.089253949833e+14,5.569504776693e-01,5.735036118884e-01,5.771701272275e-01,2.468444104470e-02,2.617353911822e-02,2.650927351953e-02,4.051134875564e+01,3.820652589178e+01,3.772264823716e+01
2.846104315729e+01,2.091552791274e+14,5.569554128383e-01,5.735012219975e-01,5.771633229100e-01,2.468487850704e-02,2.617332097915e-02,2.650864848215e-02,4.051063081858e+01,3.820684432046e+01,3.772353768519e+01
2.846214286929e+01,2.093854162169e+14,5.569603481380e-01,5.734988321356e-01,5.771565188349e-01,2.468531598484e-02,2.617310284364e-02,2.650802347441e-02,4.050991288158e+01,3.820716274926e+01,3.772442713298e+01
2.846324258129e+01,2.096158065302e+14,5.569652835686e-01,5.734964423027e-01,5.771497150023e-01,2.468575347811e-02,2.617288471168e-02,2.650739849631e-02,4.050919494464e+01,3.820748117818e+01,3.772531658054e+01
2.846434229329e+01,2.098464503458e+14,5.569702191299e-01,5.734940524987e-01,5.771429114121e-01,2.468619098685e-02,2.617266658327e-02,2.650677354785e-02,4.050847700776e+01,3.820779960722e+01,3.772620602786e+01
2.846544200529e+01,2.100773479427e+14,5.569751548221e-01,5.734916627237e-01,5.771361080643e-01,2.468662851107e-02,2.617244845841e-02,2.650614862902e-02,4.050775907094e+01,3.820811803638e+01,3.772709547494e+01
2.846654171729e+01,2.103084996001e+14,5.569800906450e-01,5.734892729777e-01,5.771293049588e-01,2.468706605075e-02,2.617223033711e-02,2.650552373982e-02,4.050704113418e+01,3.820843646566e+01,3.772798492179e+01
2.846764142929e+01,2.105399055976e+14,5.569850265988e-01,5.734868832607e-01,5.771225020958e-01,2.468750360591e-02,2.617201221936e-02,2.650489888025e-02,4.050632319748e+01,3.820875489505e+01,3.772887436839e+01
2.846874114129e+01,2.107715662150e+14,5.569899626833e-01,5.734844935726e-01,5.771156994752e-01,2.468794117655e-02,2.617179410517e-02,2.650427405031e-02,4.050560526084e+01,3.820907332457e+01,3.772976381477e+01
2.846984085329e+01,2.110034817326e+14,5.569948988987e-01,5.734821039135e-01,5.771088970969e-01,2.468837876265e-02,2.617157599453e-02,2.650364924999e-02,4.050488732426e+01,3.820939175421e+01,3.773065326090e+01
2.847094056529e+01,2.112356524307e+14,5.569998352449e-01,5.734797142834e-01,5.771020949609e-01,2.468881636424e-02,2.617135788744e-02,2.650302447930e-02,4.050416938774e+01,3.820971018397e+01,3.773154270680e+01
2.847204027729e+01,2.114680785901e+14,5.570047717220e-01,5.734773246823e-01,5.770952930673e-01,2.468925398130e-02,2.617113978391e-02,2.650239973823e-02,4.050345145129e+01,3.821002861384e+01,3.773243215246e+01
2.847313998929e+01,2.117007604920e+14,5.570097083298e-01,5.734749351101e-01,5.770884914160e-01,2.468969161383e-02,2.617092168393e-02,2.650177502677e-02,4.050273351489e+01,3.821034704384e+01,3.773332159789e+01
2.847423970129e+01,2.119336984177e+14,5.570146450685e-01,5.734725455670e-01,5.770816900070e-01,2.469012926185e-02,2.617070358750e-02,2.650115034493e-02,4.050201557856e+01,3.821066547396e+01,3.773421104307e+01
2.847533941329e+01,2.121668926489e+14,5.570195819381e-01,5.734701560527e-01,5.770748888402e-01,2.469056692534e-02,2.617048549462e-02,2.650052569271e-02,4.050129764228e+01,3.821098390419e+01,3.773510048803e+01
2.847643912529e+01,2.124003434677e+14,5.570245189385e-01,5.734677665675e-01,5.770680879158e-01,2.469100460432e-02,2.617026740530e-02,2.649990107010e-02,4.050057970607e+01,3.821130233455e+01,3.773598993274e+01
2.847753883730e+01,2.126340511564e+14,5.570294560698e-01,5.734653771112e-01,5.770612872335e-01,2.469144229877e-02,2.617004931953e-02,2.649927647710e-02,4.049986176991e+01,3.821162076502e+01,3.773687937722e+01
2.847863854930e+01,2.128680159976e+14,5.570343933319e-01,5.734629876839e-01,5.770544867936e-01,2.469188000871e-02,2.616983123732e-02,2.649865191371e-02,4.049914383382e+01,3.821193919562e+01,3.773776882146e+01
2.847973826130e+01,2.131022382743e+14,5.570393307250e-01,5.734605982856e-01,5.770476865958e-01,2.469231773412e-02,2.616961315865e-02,2.649802737993e-02,4.049842589779e+01,3.821225762633e+01,3.773865826547e+01
2.848083797330e+01,2.133367182697e+14,5.570442682488e-01,5.734582089162e-01,5.770408866403e-01,2.469275547502e-02,2.616939508354e-02,2.649740287574e-02,4.049770796181e+01,3.821257605717e+01,3.773954770924e+01
2.848193768530e+01,2.135714562674e+14,5.570492059036e-01,5.734558195758e-01,5.770340869269e-01,2.469319323141e-02,2.616917701199e-02,2.649677840117e-02,4.049699002590e+01,3.821289448812e+01,3.774043715277e+01
2.848303739730e+01,2.138064525513e+14,5.570541436893e-01,5.734534302644e-01,5.770272874558e-01,2.469363100328e-02,2.616895894398e-02,2.649615395619e-02,4.049627209005e+01,3.821321291920e+01,3.774132659606e+01
2.848413710930e+01,2.140417074056e+14,5.570590816058e-01,5.734510409819e-01,5.770204882268e-01,2.469406879063e-02,2.616874087953e-02,2.649552954080e-02,4.049555415426e+01,3.821353135039e+01,3.774221603912e+01
2.848523682130e+01,2.142772211147e+14,5.570640196533e-01,5.734486517284e-01,5.770136892399e-01,2.469450659347e-02,2.616852281863e-02,2.649490515502e-02,4.049483621853e+01,3.821384978170e+01,3.774310548194e+01
2.848633653330e+01,2.145129939636e+14,5.570689578317e-01,5.734462625039e-01,5.770068904952e-01,2.469494441180e-02,2.616830476128e-02,2.649428079883e-02,4.049411828286e+01,3.821416821313e+01,3.774399492453e+01
2.848743624530e+01,2.147490262373e+14,5.570738961409e-01,5.734438733083e-01,5.770000919926e-01,2.469538224561e-02,2.616808670748e-02,2.649365647223e-02,4.049340034725e+01,3.821448664469e+01,3.774488436688e+01
2.848853595730e+01,2.149853182214e+14,5.570788345811e-01,5.734414841418e-01,5.769932937322e-01,2.469582009492e-02,2.616786865724e-02,2.649303217521e-02,4.049268241170e+01,3.821480507636e+01,3.774577380899e+01
2.848963566930e+01,2.152218702015e+14,5.570837731523e-01,5.734390950041e-01,5.769864957138e-01,2.469625795971e-02,2.616765061054e-02,2.649240790779e-02,4.049196447621e+01,3.821512350815e+01,3.774666325087e+01
2.849073538130e+01,2.154586824637e+14,5.570887118543e-01,5.734367058955e-01,5.769796979375e-01,2.469669584000e-02,2.616743256740e-02,2.649178366995e-02,4.049124654078e+01,3.821544194006e+01,3.774755269251e+01
2.849183509330e+01,2.156957552945e+14,5.570936506873e-01,5.734343168157e-01,5.769729004032e-01,2.469713373577e-02,2.616721452781e-02,2.649115946169e-02,4.049052860541e+01,3.821576037209e+01,3.774844213391e+01
2.849293480530e+01,2.159330889805e+14,5.570985896512e-01,5.734319277650e-01,5.769661031111e-01,2.469757164704e-02,2.616699649178e-02,2.649053528302e-02,4.048981067011e+01,3.821607880424e+01,3.774933157508e+01
2.849403451731e+01,2.161706838088e+14,5.571035287461e-01,5.734295387432e-01,5.769593060609e-01,2.469800957380e-02,2.616677845929e-02,2.648991113392e-02,4.048909273486e+01,3.821639723651e+01,3.775022101601e+01
2.849513422931e+01,2.164085400667e+14,5.571084679719e-01,5.734271497504e-01,5.769525092528e-01,2.469844751605e-02,2.616656043036e-02,2.648928701440e-02,4.048837479967e+01,3.821671566890e+01,3.775111045670e+01
2.849623394131e+01,2.166466580419e+14,5.571134073287e-01,5.734247607866e-01,5.769457126867e-01,2.469888547380e-02,2.616634240497e-02,2.648866292446e-02,4.048765686455e+01,3.821703410141e+01,3.775199989716e+01
